region,timestamp,temperature_c,precipitation_mm,humidity_pct,co2_ppm
Karachi,2023-05-02T06:00:00Z,21.3,0,66.23,392.11
Lahore,2023-05-02T08:00:00Z,18.58,0,67.99,400.13
Islamabad,2023-05-02T10:00:00Z,29.69,0,36.92,417.07
Quetta,2023-05-02T12:00:00Z,19.87,1.83,86.96,391.58
Peshawar,2023-05-02T14:00:00Z,13.2,2.34,61.24,422.17
Karachi,2023-05-02T16:00:00Z,37.58,0,61.3,410.92
Lahore,2023-05-02T18:00:00Z,30.73,0,63.19,390.15
Islamabad,2023-05-02T20:00:00Z,27.87,2.64,76.93,400.13
Quetta,2023-05-02T22:00:00Z,27.59,0,39.59,413.43
Peshawar,2023-05-03T00:00:00Z,10.1,0,56.77,397.67
Karachi,2023-05-03T02:00:00Z,27.72,10.46,72.84,405.98
Lahore,2023-05-03T04:00:00Z,37.87,5.48,73.71,408.61
Islamabad,2023-05-03T06:00:00Z,31.07,8.02,45.4,436.3
Quetta,2023-05-03T08:00:00Z,25.31,3.89,32.29,395.16
Peshawar,2023-05-03T10:00:00Z,30.25,2.82,60.78,422.14
Karachi,2023-05-03T12:00:00Z,29.3,0,65.19,417.37
Lahore,2023-05-03T14:00:00Z,23.18,7.85,75.05,412.85
Islamabad,2023-05-03T16:00:00Z,34.77,0,69.14,402.97
Quetta,2023-05-03T18:00:00Z,35.39,3.41,87.41,452.5
Peshawar,2023-05-03T20:00:00Z,33.11,0,35.21,413.99
Karachi,2023-05-03T22:00:00Z,26.2,0,69.04,416.47
Lahore,2023-05-04T00:00:00Z,44.0,3.97,54.84,436.09
Islamabad,2023-05-04T02:00:00Z,37.85,3.96,52.61,404.42
Quetta,2023-05-04T04:00:00Z,45.68,0,58.45,409.19
Peshawar,2023-05-04T06:00:00Z,28.96,5.03,51.71,398.77
Karachi,2023-05-04T08:00:00Z,9.85,8.02,39.06,419.02
Lahore,2023-05-04T10:00:00Z,22.4,2.61,45.03,405.69
Islamabad,2023-05-04T12:00:00Z,33.08,5.5,57.35,416.56
Quetta,2023-05-04T14:00:00Z,13.61,9.14,78.3,424.03
Peshawar,2023-05-04T16:00:00Z,21.71,6.74,45.48,420.25
Karachi,2023-05-04T18:00:00Z,26.0,0,80.06,440.55
Lahore,2023-05-04T20:00:00Z,7.15,1.25,34.09,427.97
Islamabad,2023-05-04T22:00:00Z,24.42,0,46.02,407.71
Quetta,2023-05-05T00:00:00Z,24.42,8.55,85.87,446.38
Peshawar,2023-05-05T02:00:00Z,20.87,0,57.91,380.32
Karachi,2023-05-05T04:00:00Z,35.05,0,41.13,405.64
Lahore,2023-05-05T06:00:00Z,26.32,10.92,82.12,411.77
Islamabad,2023-05-05T08:00:00Z,24.82,5.89,49.77,401.33
Quetta,2023-05-05T10:00:00Z,22.17,1.63,66.52,410.23
Peshawar,2023-05-05T12:00:00Z,29.72,4.87,40.22,417.82
Karachi,2023-05-05T14:00:00Z,30.7,5.4,51.76,379.7
Lahore,2023-05-05T16:00:00Z,20.25,0,42.83,426.74
Islamabad,2023-05-05T18:00:00Z,24.36,0,65.26,400.97
Quetta,2023-05-05T20:00:00Z,29.73,0,61.07,424.97
Peshawar,2023-05-05T22:00:00Z,26.05,0,75.19,436.65
Karachi,2023-05-06T00:00:00Z,30.83,6.67,59.86,423.61
Lahore,2023-05-06T02:00:00Z,30.34,11.18,33.29,416.25
Islamabad,2023-05-06T04:00:00Z,30.93,0,83.21,398.75
Quetta,2023-05-06T06:00:00Z,39.16,0,59.24,417.85
Peshawar,2023-05-06T08:00:00Z,26.21,6.13,55.41,418.19
Karachi,2023-05-06T10:00:00Z,37.32,0,63.99,387.58
Lahore,2023-05-06T12:00:00Z,32.1,0,74.97,395.92
Islamabad,2023-05-06T14:00:00Z,25.98,5.9,62.32,386.76
Quetta,2023-05-06T16:00:00Z,26.6,0.19,49.1,396.71
Peshawar,2023-05-06T18:00:00Z,26.79,1.71,30.92,423.03
Karachi,2023-05-06T20:00:00Z,30.99,0,72.57,423.87
Lahore,2023-05-06T22:00:00Z,23.4,0,34.48,435.76
Islamabad,2023-05-07T00:00:00Z,23.14,0,73.69,382.28
Quetta,2023-05-07T02:00:00Z,35.37,10.05,46.11,404.35
Peshawar,2023-05-07T04:00:00Z,30.47,0.3,84.26,391.05
Karachi,2023-05-07T06:00:00Z,17.41,7.92,66.92,425.16
Lahore,2023-05-07T08:00:00Z,35.42,6.41,73.93,406.4
Islamabad,2023-05-07T10:00:00Z,28.55,0.85,57.42,386.6
Quetta,2023-05-07T12:00:00Z,48.72,8.37,80.15,420.15
Peshawar,2023-05-07T14:00:00Z,13.95,0,30.86,434.42
Karachi,2023-05-07T16:00:00Z,30.81,7.31,61.33,419.31
Lahore,2023-05-07T18:00:00Z,21.96,7.96,37.71,397.43
Islamabad,2023-05-07T20:00:00Z,24.83,0.2,49.13,398.27
Quetta,2023-05-07T22:00:00Z,26.4,0,88.82,415.17
Peshawar,2023-05-08T00:00:00Z,24.74,0,39.66,408.84
Karachi,2023-05-08T02:00:00Z,14.82,2.8,86.56,414.64
Lahore,2023-05-08T04:00:00Z,21.21,0,36.85,392.53
Islamabad,2023-05-08T06:00:00Z,27.25,6.79,75.6,430.55
Quetta,2023-05-08T08:00:00Z,39.24,0,64.24,389.04
Peshawar,2023-05-08T10:00:00Z,35.85,0,76.02,417.11
Karachi,2023-05-08T12:00:00Z,25.9,11.12,35.91,388.99
Lahore,2023-05-08T14:00:00Z,28.16,9.81,40.07,408.71
Islamabad,2023-05-08T16:00:00Z,30.08,2.09,30.39,403.38
Quetta,2023-05-08T18:00:00Z,23.9,0.95,46.35,436.78
Peshawar,2023-05-08T20:00:00Z,27.28,1.04,45.89,420.87
Karachi,2023-05-08T22:00:00Z,30.49,1.91,50.08,408.27
Lahore,2023-05-09T00:00:00Z,41.98,4.17,79.52,408.88
Islamabad,2023-05-09T02:00:00Z,34.79,7.19,86.9,398.99
Quetta,2023-05-09T04:00:00Z,31.98,0,87.35,414.54
Peshawar,2023-05-09T06:00:00Z,35.27,5.22,50.72,412.7
Karachi,2023-05-09T08:00:00Z,33.52,0,69.59,443.89
Lahore,2023-05-09T10:00:00Z,11.42,3.81,32.76,444.33
Islamabad,2023-05-09T12:00:00Z,10.9,4.64,85.4,409.13
Quetta,2023-05-09T14:00:00Z,7.13,0.92,54.55,388.35
Peshawar,2023-05-09T16:00:00Z,21.81,10.51,89.47,432.92
Karachi,2023-05-09T18:00:00Z,16.95,3.35,89.08,420.81
Lahore,2023-05-09T20:00:00Z,19.91,2.88,89.47,420.7
Islamabad,2023-05-09T22:00:00Z,41.69,7.67,37.21,401.19
Quetta,2023-05-10T00:00:00Z,25.78,6.89,76.61,434.67
Peshawar,2023-05-10T02:00:00Z,12.33,5.03,75.43,418.51
Karachi,2023-05-10T04:00:00Z,30.44,7.36,33.31,417.08
Lahore,2023-05-10T06:00:00Z,24.64,1.41,34.12,378.66
Islamabad,2023-05-10T08:00:00Z,24.85,0,49.81,412.85
Quetta,2023-05-10T10:00:00Z,20.5,6.11,58.03,369.26
Peshawar,2023-05-10T12:00:00Z,21.0,9.54,51.34,389.65
Karachi,2023-05-10T14:00:00Z,32.55,2.32,65.74,421.33
Lahore,2023-05-10T16:00:00Z,30.95,5.25,61.94,417.87
Islamabad,2023-05-10T18:00:00Z,34.45,9.4,85.88,410.2
Quetta,2023-05-10T20:00:00Z,24.69,7.16,55.03,405.52
Peshawar,2023-05-10T22:00:00Z,46.65,1.9,69.03,452.53
Karachi,2023-05-11T00:00:00Z,50.83,0.58,50.6,370.43
Lahore,2023-05-11T02:00:00Z,21.6,0,34.42,410.24
Islamabad,2023-05-11T04:00:00Z,43.8,0,33.22,416.79
Quetta,2023-05-11T06:00:00Z,34.8,0,86.21,418.99
Peshawar,2023-05-11T08:00:00Z,18.82,3.26,74.34,405.05
Karachi,2023-05-11T10:00:00Z,44.01,0.65,45.79,403.64
Lahore,2023-05-11T12:00:00Z,25.48,0,53.03,417.04
Islamabad,2023-05-11T14:00:00Z,26.42,8.44,77.94,387.43
Quetta,2023-05-11T16:00:00Z,28.17,8.13,41.99,402.06
Peshawar,2023-05-11T18:00:00Z,35.59,0,53.51,428.99
Karachi,2023-05-11T20:00:00Z,31.08,2.38,73.21,402.37
Lahore,2023-05-11T22:00:00Z,29.58,3.11,75.87,420.93
Islamabad,2023-05-12T00:00:00Z,45.49,2.22,81.63,385.77
Quetta,2023-05-12T02:00:00Z,19.9,1.81,61.92,402.71
Peshawar,2023-05-12T04:00:00Z,24.8,4.99,36.85,380.76
Karachi,2023-05-12T06:00:00Z,20.99,8.51,89.0,406.23
Lahore,2023-05-12T08:00:00Z,41.8,2.03,32.67,412.46
Islamabad,2023-05-12T10:00:00Z,33.87,4.83,72.98,418.35
Quetta,2023-05-12T12:00:00Z,19.99,2.82,43.68,372.02
Peshawar,2023-05-12T14:00:00Z,39.69,11.28,87.45,414.82
Karachi,2023-05-12T16:00:00Z,21.83,0,69.69,414.21
Lahore,2023-05-12T18:00:00Z,24.09,2.68,55.14,427.8
Islamabad,2023-05-12T20:00:00Z,30.08,11.7,64.17,427.91
Quetta,2023-05-12T22:00:00Z,21.62,1.23,38.56,427.6
Peshawar,2023-05-13T00:00:00Z,24.35,1.72,62.73,411.29
Karachi,2023-05-13T02:00:00Z,26.83,0,62.98,425.08
Lahore,2023-05-13T04:00:00Z,55.94,3.64,43.29,394.27
Islamabad,2023-05-13T06:00:00Z,11.19,0.92,80.45,433.27
Quetta,2023-05-13T08:00:00Z,37.01,5.77,53.72,420.31
Peshawar,2023-05-13T10:00:00Z,31.29,4.16,41.61,427.01
Karachi,2023-05-13T12:00:00Z,24.55,5.17,46.12,400.72
Lahore,2023-05-13T14:00:00Z,17.51,8.16,38.24,421.86
Islamabad,2023-05-13T16:00:00Z,34.24,1.28,77.01,429.46
Quetta,2023-05-13T18:00:00Z,30.71,8.04,76.15,424.63
Peshawar,2023-05-13T20:00:00Z,32.92,1.78,46.35,400.93
Karachi,2023-05-13T22:00:00Z,36.41,4.95,32.64,395.13
Lahore,2023-05-14T00:00:00Z,23.29,0,50.87,427.76
Islamabad,2023-05-14T02:00:00Z,35.02,0,50.52,391.64
Quetta,2023-05-14T04:00:00Z,27.66,7.65,63.59,394.46
Peshawar,2023-05-14T06:00:00Z,37.23,0,32.3,404.45
Karachi,2023-05-14T08:00:00Z,39.83,0,38.41,415.83
Lahore,2023-05-14T10:00:00Z,35.07,0,87.1,384.58
Islamabad,2023-05-14T12:00:00Z,29.6,1.07,73.93,414.88
Quetta,2023-05-14T14:00:00Z,34.73,3.8,31.03,429.28
Peshawar,2023-05-14T16:00:00Z,23.71,2.09,72.81,404.17
Karachi,2023-05-14T18:00:00Z,16.72,6.73,50.58,437.7
Lahore,2023-05-14T20:00:00Z,27.12,8.64,33.35,398.43
Islamabad,2023-05-14T22:00:00Z,27.34,3.76,79.82,448.31
Quetta,2023-05-15T00:00:00Z,25.57,0,82.15,404.49
Peshawar,2023-05-15T02:00:00Z,31.28,2.75,46.3,426.85
Karachi,2023-05-15T04:00:00Z,32.42,5.16,77.74,419.52
Lahore,2023-05-15T06:00:00Z,17.62,3.68,86.5,433.35
Islamabad,2023-05-15T08:00:00Z,28.07,12.57,41.3,425.61
Quetta,2023-05-15T10:00:00Z,22.36,0.45,53.91,432.9
Peshawar,2023-05-15T12:00:00Z,15.2,4.5,87.11,414.96
Karachi,2023-05-15T14:00:00Z,19.56,9.54,66.27,387.49
Lahore,2023-05-15T16:00:00Z,25.23,2.03,67.52,415.29
Islamabad,2023-05-15T18:00:00Z,24.49,4.92,88.0,388.2
Quetta,2023-05-15T20:00:00Z,23.75,0,52.87,418.67
Peshawar,2023-05-15T22:00:00Z,38.97,6.37,81.58,393.63
Karachi,2023-05-16T00:00:00Z,34.94,6.35,74.76,418.27
Lahore,2023-05-16T02:00:00Z,34.51,0,61.89,417.8
Islamabad,2023-05-16T04:00:00Z,19.37,2.06,49.51,395.99
Quetta,2023-05-16T06:00:00Z,31.09,0,47.28,399.46
Peshawar,2023-05-16T08:00:00Z,26.73,0,58.73,426.13
Karachi,2023-05-16T10:00:00Z,23.79,0,55.34,409.05
Lahore,2023-05-16T12:00:00Z,33.51,2.11,67.5,400.29
Islamabad,2023-05-16T14:00:00Z,36.41,0,75.39,407.55
Quetta,2023-05-16T16:00:00Z,41.42,4.96,31.02,432.33
Peshawar,2023-05-16T18:00:00Z,11.3,0,86.84,407.06
Karachi,2023-05-16T20:00:00Z,12.72,2.77,33.98,430.91
Lahore,2023-05-16T22:00:00Z,17.62,11.74,42.84,387.21
Islamabad,2023-05-17T00:00:00Z,34.37,4.08,87.43,412.66
Quetta,2023-05-17T02:00:00Z,40.88,0,57.71,391.93
Peshawar,2023-05-17T04:00:00Z,19.78,5.8,33.96,407.71
Karachi,2023-05-17T06:00:00Z,25.39,0,36.32,409.28
Lahore,2023-05-17T08:00:00Z,33.99,2.91,32.03,382.23
Islamabad,2023-05-17T10:00:00Z,17.44,5.39,55.1,423.46
Quetta,2023-05-17T12:00:00Z,37.35,0,48.23,398.4
Peshawar,2023-05-17T14:00:00Z,36.47,5.28,57.63,403.9
Karachi,2023-05-17T16:00:00Z,23.66,1.11,36.36,401.09
Lahore,2023-05-17T18:00:00Z,26.68,0.82,56.88,410.84
Islamabad,2023-05-17T20:00:00Z,29.93,0,35.81,421.23
Quetta,2023-05-17T22:00:00Z,26.17,0,82.58,444.68
Peshawar,2023-05-18T00:00:00Z,40.71,0,64.18,414.08
Karachi,2023-05-18T02:00:00Z,27.07,1.81,64.22,396.11
Lahore,2023-05-18T04:00:00Z,27.47,0,50.28,393.38
Islamabad,2023-05-18T06:00:00Z,18.19,4.18,89.95,424.37
Quetta,2023-05-18T08:00:00Z,29.26,16.76,86.98,392.61
Peshawar,2023-05-18T10:00:00Z,18.41,4.64,78.11,400.99
Karachi,2023-05-18T12:00:00Z,23.82,6.2,65.52,439.48
Lahore,2023-05-18T14:00:00Z,16.78,13.8,47.91,394.83
Islamabad,2023-05-18T16:00:00Z,16.47,0,41.32,404.29
Quetta,2023-05-18T18:00:00Z,26.26,0.94,31.4,412.57
Peshawar,2023-05-18T20:00:00Z,33.47,7.01,47.18,442.73
Karachi,2023-05-18T22:00:00Z,22.87,7.68,43.89,370.06
Lahore,2023-05-19T00:00:00Z,35.97,0,65.62,400.94
Islamabad,2023-05-19T02:00:00Z,34.35,6.44,55.13,411.95
Quetta,2023-05-19T04:00:00Z,44.15,0,70.39,393.47
Peshawar,2023-05-19T06:00:00Z,28.07,0,61.66,416.62
Karachi,2023-05-19T08:00:00Z,26.2,9.01,73.68,408.2
Lahore,2023-05-19T10:00:00Z,20.66,0,65.89,388.81
Islamabad,2023-05-19T12:00:00Z,20.36,0,54.84,393.17
Quetta,2023-05-19T14:00:00Z,35.36,6.4,55.11,430.34
Peshawar,2023-05-19T16:00:00Z,34.48,0,71.67,397.93
Karachi,2023-05-19T18:00:00Z,24.14,4.35,71.21,437.72
Lahore,2023-05-19T20:00:00Z,36.58,0.49,31.11,415.13
Islamabad,2023-05-19T22:00:00Z,25.84,1.22,44.25,410.44
Quetta,2023-05-20T00:00:00Z,25.18,0,86.94,390.77
Peshawar,2023-05-20T02:00:00Z,20.48,0,82.06,423.18
Karachi,2023-05-20T04:00:00Z,29.95,9.76,73.25,391.1
Lahore,2023-05-20T06:00:00Z,42.07,5.36,59.76,433.17
Islamabad,2023-05-20T08:00:00Z,32.94,0,85.38,410.53
Quetta,2023-05-20T10:00:00Z,24.57,4.41,51.83,368.66
Peshawar,2023-05-20T12:00:00Z,19.22,0,79.53,404.64
Karachi,2023-05-20T14:00:00Z,27.22,5.6,73.18,414.93
Lahore,2023-05-20T16:00:00Z,32.12,2.33,77.87,410.53
Islamabad,2023-05-20T18:00:00Z,25.04,7.24,64.35,425.64
Quetta,2023-05-20T20:00:00Z,42.96,14.11,47.07,398.87
Peshawar,2023-05-20T22:00:00Z,22.35,2.02,33.23,406.48
Karachi,2023-05-21T00:00:00Z,27.35,2.37,43.89,405.62
Lahore,2023-05-21T02:00:00Z,37.4,9.08,64.62,415.72
Islamabad,2023-05-21T04:00:00Z,30.7,1.41,74.18,404.24
Quetta,2023-05-21T06:00:00Z,22.69,4.87,68.45,405.89
Peshawar,2023-05-21T08:00:00Z,16.34,4.41,68.16,433.26
Karachi,2023-05-21T10:00:00Z,30.18,0.46,34.12,422.76
Lahore,2023-05-21T12:00:00Z,31.31,0,60.84,401.89
Islamabad,2023-05-21T14:00:00Z,23.9,2.04,32.36,438.88
Quetta,2023-05-21T16:00:00Z,25.48,0,34.33,402.43
Peshawar,2023-05-21T18:00:00Z,38.15,5.42,42.69,377.08
Karachi,2023-05-21T20:00:00Z,36.62,0,58.72,390.28
Lahore,2023-05-21T22:00:00Z,27.12,11.82,44.2,411.49
Islamabad,2023-05-22T00:00:00Z,26.66,3.42,63.68,389.58
Quetta,2023-05-22T02:00:00Z,38.67,4.47,62.37,411.6
Peshawar,2023-05-22T04:00:00Z,16.48,0,69.59,412.25
Karachi,2023-05-22T06:00:00Z,15.61,3.35,49.4,417.23
Lahore,2023-05-22T08:00:00Z,26.47,0,75.89,425.74
Islamabad,2023-05-22T10:00:00Z,28.55,3.04,41.1,398.44
Quetta,2023-05-22T12:00:00Z,33.57,5.86,60.35,407.42
Peshawar,2023-05-22T14:00:00Z,36.66,4.57,89.44,413.47
Karachi,2023-05-22T16:00:00Z,15.66,3.43,33.31,410.94
Lahore,2023-05-22T18:00:00Z,31.14,2.89,40.02,387.0
Islamabad,2023-05-22T20:00:00Z,21.72,0,47.58,414.31
Quetta,2023-05-22T22:00:00Z,38.16,6.18,82.14,403.57
Peshawar,2023-05-23T00:00:00Z,37.21,0,46.94,386.89
Karachi,2023-05-23T02:00:00Z,24.94,3.69,62.24,412.4
Lahore,2023-05-23T04:00:00Z,17.57,0,60.36,408.92
Islamabad,2023-05-23T06:00:00Z,40.92,3.27,51.8,408.87
Quetta,2023-05-23T08:00:00Z,28.76,9.91,89.86,404.88
Peshawar,2023-05-23T10:00:00Z,28.86,4.55,88.45,411.24
Karachi,2023-05-23T12:00:00Z,32.62,2.84,82.43,408.77
Lahore,2023-05-23T14:00:00Z,35.11,3.02,66.6,402.72
Islamabad,2023-05-23T16:00:00Z,24.91,7.03,56.0,383.78
Quetta,2023-05-23T18:00:00Z,10.63,0,48.49,404.47
Peshawar,2023-05-23T20:00:00Z,29.72,0,47.37,401.46
Karachi,2023-05-23T22:00:00Z,23.08,8.0,39.33,411.44
Lahore,2023-05-24T00:00:00Z,43.47,0,43.25,401.54
Islamabad,2023-05-24T02:00:00Z,21.16,0,81.71,438.13
Quetta,2023-05-24T04:00:00Z,32.73,9.28,77.58,425.7
Peshawar,2023-05-24T06:00:00Z,34.34,4.52,78.58,428.81
Karachi,2023-05-24T08:00:00Z,21.77,6.75,36.98,409.04
Lahore,2023-05-24T10:00:00Z,23.37,4.82,49.22,404.09
Islamabad,2023-05-24T12:00:00Z,27.21,8.65,46.61,398.76
Quetta,2023-05-24T14:00:00Z,26.9,0,69.35,402.2
Peshawar,2023-05-24T16:00:00Z,23.01,0,66.73,416.94
Karachi,2023-05-24T18:00:00Z,29.81,4.45,78.44,385.02
Lahore,2023-05-24T20:00:00Z,20.12,3.76,56.66,420.58
Islamabad,2023-05-24T22:00:00Z,29.15,1.64,78.23,395.67
Quetta,2023-05-25T00:00:00Z,32.65,4.73,41.84,405.25
Peshawar,2023-05-25T02:00:00Z,13.37,0.2,49.76,406.35
Karachi,2023-05-25T04:00:00Z,32.52,0,62.35,422.3
Lahore,2023-05-25T06:00:00Z,38.38,6.09,72.01,405.47
Islamabad,2023-05-25T08:00:00Z,19.55,3.5,72.24,402.39
Quetta,2023-05-25T10:00:00Z,30.09,0,66.68,424.01
Peshawar,2023-05-25T12:00:00Z,19.18,2.49,39.64,416.16
Karachi,2023-05-25T14:00:00Z,36.86,1.74,33.68,403.77
Lahore,2023-05-25T16:00:00Z,33.47,4.5,74.3,385.26
Islamabad,2023-05-25T18:00:00Z,27.38,8.03,66.83,419.23
Quetta,2023-05-25T20:00:00Z,27.93,8.34,71.55,419.82
Peshawar,2023-05-25T22:00:00Z,34.47,0.41,83.92,419.15
Karachi,2023-05-26T00:00:00Z,19.16,1.62,87.7,418.91
Lahore,2023-05-26T02:00:00Z,21.48,4.77,45.87,390.46
Islamabad,2023-05-26T04:00:00Z,14.32,1.68,48.1,399.73
Quetta,2023-05-26T06:00:00Z,33.54,2.94,88.3,416.03
Peshawar,2023-05-26T08:00:00Z,17.67,0,80.19,416.1
Karachi,2023-05-26T10:00:00Z,32.72,0,88.02,410.76
Lahore,2023-05-26T12:00:00Z,39.93,3.51,82.21,418.11
Islamabad,2023-05-26T14:00:00Z,30.57,2.25,30.48,419.05
Quetta,2023-05-26T16:00:00Z,39.31,0,64.75,405.06
Peshawar,2023-05-26T18:00:00Z,30.67,10.89,31.65,405.4
Karachi,2023-05-26T20:00:00Z,36.03,6.66,48.96,398.68
Lahore,2023-05-26T22:00:00Z,17.39,1.15,57.54,396.51
Islamabad,2023-05-27T00:00:00Z,12.46,0,40.95,397.36
Quetta,2023-05-27T02:00:00Z,26.82,1.08,85.79,386.88
Peshawar,2023-05-27T04:00:00Z,33.79,1.81,62.48,422.55
Karachi,2023-05-27T06:00:00Z,33.81,3.16,66.07,399.78
Lahore,2023-05-27T08:00:00Z,34.57,1.76,89.21,410.63
Islamabad,2023-05-27T10:00:00Z,22.21,0,75.66,401.52
Quetta,2023-05-27T12:00:00Z,22.0,0,75.75,363.83
Peshawar,2023-05-27T14:00:00Z,15.36,2.55,52.56,415.9
Karachi,2023-05-27T16:00:00Z,17.33,6.14,32.12,421.72
Lahore,2023-05-27T18:00:00Z,26.5,8.4,43.86,400.54
Islamabad,2023-05-27T20:00:00Z,25.54,0,53.41,413.81
Quetta,2023-05-27T22:00:00Z,22.97,7.09,34.04,417.85
Peshawar,2023-05-28T00:00:00Z,43.48,5.05,58.84,400.36
Karachi,2023-05-28T02:00:00Z,25.2,3.83,84.1,402.12
Lahore,2023-05-28T04:00:00Z,35.03,4.34,45.75,401.36
Islamabad,2023-05-28T06:00:00Z,37.63,7.48,86.37,383.82
Quetta,2023-05-28T08:00:00Z,25.88,4.64,83.66,411.34
Peshawar,2023-05-28T10:00:00Z,19.59,2.9,80.09,407.85
Karachi,2023-05-28T12:00:00Z,36.65,9.34,54.53,455.06
Lahore,2023-05-28T14:00:00Z,28.97,0,84.44,385.4
Islamabad,2023-05-28T16:00:00Z,21.68,2.19,82.04,400.58
Quetta,2023-05-28T18:00:00Z,43.34,4.02,69.95,416.68
Peshawar,2023-05-28T20:00:00Z,22.52,0.75,52.03,400.62
Karachi,2023-05-28T22:00:00Z,35.42,0,36.08,419.64
Lahore,2023-05-29T00:00:00Z,44.62,5.75,80.79,446.82
Islamabad,2023-05-29T02:00:00Z,18.06,0,62.33,399.53
Quetta,2023-05-29T04:00:00Z,28.95,8.28,59.7,389.07
Peshawar,2023-05-29T06:00:00Z,26.77,2.61,50.61,394.27
Karachi,2023-05-29T08:00:00Z,48.77,12.29,51.1,398.91
Lahore,2023-05-29T10:00:00Z,17.93,9.55,44.49,421.73
Islamabad,2023-05-29T12:00:00Z,37.1,3.12,59.33,393.18
Quetta,2023-05-29T14:00:00Z,23.51,0,83.61,413.16
Peshawar,2023-05-29T16:00:00Z,25.23,0,46.78,406.64
Karachi,2023-05-29T18:00:00Z,24.64,0,50.3,433.54
Lahore,2023-05-29T20:00:00Z,10.8,7.69,77.97,417.69
Islamabad,2023-05-29T22:00:00Z,20.07,1.81,65.33,420.08
Quetta,2023-05-30T00:00:00Z,27.18,5.41,88.88,397.15
Peshawar,2023-05-30T02:00:00Z,34.24,0,54.01,429.85
Karachi,2023-05-30T04:00:00Z,36.02,5.64,58.17,395.65
Lahore,2023-05-30T06:00:00Z,23.34,6.95,69.58,413.25
Islamabad,2023-05-30T08:00:00Z,31.4,4.36,70.99,388.57
Quetta,2023-05-30T10:00:00Z,36.12,0,46.43,385.06
Peshawar,2023-05-30T12:00:00Z,19.57,12.03,53.1,411.08
Karachi,2023-05-30T14:00:00Z,30.81,0,67.02,432.23
Lahore,2023-05-30T16:00:00Z,43.09,0,33.62,417.92
Islamabad,2023-05-30T18:00:00Z,21.45,6.02,40.77,417.33
Quetta,2023-05-30T20:00:00Z,30.3,0,56.7,417.7
Peshawar,2023-05-30T22:00:00Z,17.32,2.92,42.85,394.23
Karachi,2023-05-31T00:00:00Z,24.17,0,46.29,389.55
Lahore,2023-05-31T02:00:00Z,26.37,1.32,34.81,414.45
Islamabad,2023-05-31T04:00:00Z,18.3,0,56.57,390.01
Quetta,2023-05-31T06:00:00Z,22.09,5.9,75.07,397.99
Peshawar,2023-05-31T08:00:00Z,31.26,0.91,62.7,423.56
Karachi,2023-05-31T10:00:00Z,29.11,11.77,66.6,397.5
Lahore,2023-05-31T12:00:00Z,17.43,8.82,61.76,396.8
Islamabad,2023-05-31T14:00:00Z,13.99,3.71,58.97,419.48
Quetta,2023-05-31T16:00:00Z,33.32,6.66,63.57,441.86
Peshawar,2023-05-31T18:00:00Z,28.44,2.32,35.08,417.2
Karachi,2023-05-31T20:00:00Z,23.82,4.82,76.76,403.15
Lahore,2023-05-31T22:00:00Z,36.36,10.15,39.13,409.73
Islamabad,2023-06-01T00:00:00Z,18.98,7.76,70.47,393.33
Quetta,2023-06-01T02:00:00Z,36.22,5.05,79.16,411.18
Peshawar,2023-06-01T04:00:00Z,37.27,4.3,51.39,432.53
Karachi,2023-06-01T06:00:00Z,27.0,0,31.09,424.08
Lahore,2023-06-01T08:00:00Z,16.86,8.9,49.91,409.41
Islamabad,2023-06-01T10:00:00Z,15.0,0,44.14,402.06
Quetta,2023-06-01T12:00:00Z,25.18,8.67,63.71,390.87
Peshawar,2023-06-01T14:00:00Z,27.37,0,88.06,424.55
Karachi,2023-06-01T16:00:00Z,24.28,0,81.83,407.54
Lahore,2023-06-01T18:00:00Z,12.3,4.47,89.79,409.36
Islamabad,2023-06-01T20:00:00Z,23.13,6.29,58.02,403.62
Quetta,2023-06-01T22:00:00Z,40.0,0,74.78,417.82
Peshawar,2023-06-02T00:00:00Z,19.05,0,49.99,436.2
Karachi,2023-06-02T02:00:00Z,20.52,0.76,64.86,396.02
Lahore,2023-06-02T04:00:00Z,34.04,0,83.78,394.67
Islamabad,2023-06-02T06:00:00Z,12.48,1.81,62.28,405.8
Quetta,2023-06-02T08:00:00Z,15.66,2.93,47.58,415.22
Peshawar,2023-06-02T10:00:00Z,21.87,0,34.43,388.57
Karachi,2023-06-02T12:00:00Z,22.23,2.95,64.31,389.05
Lahore,2023-06-02T14:00:00Z,27.09,9.82,81.09,416.46
Islamabad,2023-06-02T16:00:00Z,32.21,2.55,32.81,395.99
Quetta,2023-06-02T18:00:00Z,29.09,3.27,48.24,426.63
Peshawar,2023-06-02T20:00:00Z,22.81,4.87,46.93,447.96
Karachi,2023-06-02T22:00:00Z,40.58,6.24,83.48,396.85
Lahore,2023-06-03T00:00:00Z,18.15,1.11,68.04,422.12
Islamabad,2023-06-03T02:00:00Z,21.09,0,33.9,405.31
Quetta,2023-06-03T04:00:00Z,31.96,0,77.57,429.69
Peshawar,2023-06-03T06:00:00Z,27.0,3.22,39.67,400.01
Karachi,2023-06-03T08:00:00Z,35.88,0,45.72,408.31
Lahore,2023-06-03T10:00:00Z,33.58,5.49,85.78,403.74
Islamabad,2023-06-03T12:00:00Z,36.04,0,88.32,442.92
Quetta,2023-06-03T14:00:00Z,32.84,8.28,34.68,414.91
Peshawar,2023-06-03T16:00:00Z,42.36,3.44,63.28,405.9
